#	millis	temp	humid	pres	CO2	micdig	micana
107	535103	11.21	68.78	101216.11	634	0	578.00
108	540141	11.22	68.84	101216.72	633	0	578.00
109	545180	11.22	68.70	101215.85	633	0	578.00
110	550218	11.21	68.63	101215.94	632	0	578.00
111	555257	11.20	68.47	101217.33	632	0	578.00
112	560311	11.20	68.89	101217.42	631	0	578.00
113	565350	11.20	68.84	101213.67	631	0	578.00
114	570388	11.21	68.45	101215.30	630	0	578.00
115	575427	11.21	68.30	101217.94	630	0	578.00
116	580465	11.21	68.41	101214.71	630	0	578.00
117	585504	11.22	67.82	101215.85	630	0	578.00
118	590542	11.22	68.10	101214.19	630	0	577.00
119	595581	11.22	68.77	101213.64	629	0	577.00
120	600620	11.23	68.77	101215.22	629	0	578.00
121	605659	11.23	68.40	101218.35	628	0	578.00
122	610697	11.23	68.11	101213.46	628	0	577.00
123	615741	11.23	69.21	101213.72	627	0	578.00
124	620779	11.24	69.17	101215.14	627	0	578.00
125	625818	11.24	69.05	101215.78	626	0	578.00
126	630856	11.24	68.91	101215.78	625	0	578.00
127	635895	11.23	68.55	101214.27	625	0	577.00
128	640933	11.23	68.60	101216.35	624	0	578.00
129	645972	11.22	69.40	101212.42	624	0	578.00
130	651011	11.21	69.69	101214.35	624	0	578.00
131	656049	11.21	69.86	101218.42	624	0	578.00
132	661088	11.22	70.22	101216.66	625	0	578.00
133	666131	11.23	69.96	101212.81	625	0	577.00
134	671170	11.23	69.33	101212.97	625	0	578.00
135	676208	11.22	69.71	101210.65	625	0	578.00
136	681247	11.23	68.76	101213.29	624	0	578.00
137	686285	11.22	68.46	101215.92	624	0	578.00
138	691324	11.22	68.49	101211.94	625	0	578.00
139	696363	11.23	69.44	101218.13	625	0	578.00
140	701402	11.23	69.33	101212.81	624	0	578.00
141	706440	11.22	69.18	101216.08	624	0	578.00
142	711479	11.22	69.34	101212.91	624	0	578.00
143	716517	11.23	69.30	101213.40	623	0	578.00
144	721560	11.23	69.06	101210.89	623	0	578.00
145	726599	11.24	69.20	101212.03	622	0	578.00
146	731637	11.23	69.06	101211.26	622	0	578.00
147	736676	11.24	68.91	101211.11	622	0	578.00
148	741714	11.23	69.27	101212.82	622	0	577.00
149	746754	11.23	69.47	101212.64	622	0	578.00
150	751792	11.24	68.77	101209.07	621	0	578.00
151	756831	11.24	68.63	101212.72	621	0	578.00
152	761869	11.24	68.23	101214.86	621	0	578.00
153	766908	11.23	67.93	101206.86	620	0	578.00
154	771946	11.23	69.17	101204.60	619	0	578.00
155	777027	11.24	68.77	101205.96	619	0	578.00
156	782065	11.25	68.97	101211.92	618	0	578.00
157	787104	11.25	68.84	101209.52	618	0	578.00
158	792142	11.24	68.87	101210.42	618	0	578.00
159	797181	11.24	68.82	101211.22	618	0	578.00
160	802221	11.23	68.72	101204.59	617	0	578.00
161	807259	11.22	69.06	101205.60	617	0	578.00
162	812298	11.22	68.77	101209.09	616	0	578.00
163	817336	11.21	69.54	101211.71	616	0	578.00
164	822375	11.22	69.12	101211.89	615	0	578.00
165	827414	11.21	69.56	101207.95	615	0	578.00
166	832457	11.22	69.53	101211.18	614	0	578.00
167	837495	11.21	69.85	101205.64	613	0	578.00
168	842534	11.22	69.64	101210.92	613	0	578.00
169	847574	11.21	69.66	101206.13	612	0	578.00
170	852612	11.20	69.92	101208.78	612	0	578.00
171	857651	11.20	69.88	101209.86	611	0	578.00
172	862689	11.21	69.74	101210.57	611	0	578.00
173	867728	11.19	70.02	101210.75	611	0	578.00
174	872766	11.19	69.48	101210.07	611	0	578.00
175	877805	11.21	68.99	101209.66	611	0	578.00
176	882844	11.19	69.67	101211.61	611	0	578.00
177	887887	11.19	69.51	101207.64	611	0	578.00
178	892925	11.17	69.53	101208.68	610	0	578.00
179	897965	11.18	69.13	101208.81	610	0	578.00
180	903004	11.17	69.61	101210.78	610	0	578.00

